1557346084,85,10.80,0.12,
1557346205,85,10.90,0.12,
1557346326,85,10.90,0.13,
1557346447,84,10.90,0.12,
1557346568,84,10.90,0.12,
1557346689,84,10.90,0.13,
1557346810,84,10.90,0.11,
1557346931,84,10.80,0.11,
1557347052,84,10.80,0.12,
1557347173,84,10.80,0.10,
1557347294,84,10.80,0.12,
1557347415,85,10.80,0.12,
1557347536,85,10.70,0.12,
1557347657,85,10.70,0.12,
1557347778,85,10.70,0.12,
1557347899,85,10.60,0.13,
1557348020,85,10.50,0.13,
1557348141,85,10.60,0.15,
1557348262,86,10.60,0.15,
1557348383,86,10.60,0.14,
1557348504,86,10.60,0.16,
1557348625,86,10.50,0.16,
1557348746,86,10.50,0.16,
1557348867,86,10.50,0.15,
1557348988,86,10.50,0.15,
1557349109,86,10.60,0.16,
1557349230,86,10.50,0.15,
1557349351,86,10.50,0.16,
1557349472,87,10.50,0.15,
1557349593,86,10.50,0.15,
1557349714,86,10.50,0.14,
1557349835,86,10.50,0.16,
1557349956,86,10.40,0.16,
1557350077,86,10.50,0.16,
1557350198,87,10.40,0.14,
1557350319,87,10.40,0.14,
1557350440,87,10.40,0.13,
1557350561,87,10.40,0.12,
1557350682,87,10.40,0.13,
1557350803,87,10.30,0.16,
1557350924,87,10.30,0.15,
1557351045,87,10.30,0.14,
1557351166,87,10.30,0.14,
1557351287,87,10.20,0.13,
1557351408,87,10.20,0.13,
1557351529,87,10.20,0.14,
1557351650,87,10.20,0.14,
1557351771,87,10.20,0.14,
1557351892,87,10.20,0.14,
1557352013,87,10.10,0.13,
1557352134,87,10.10,0.13,
1557352255,87,10.10,0.12,
1557352376,87,10.10,0.12,
1557352497,87,10.10,0.12,
1557352618,87,10.00,0.14,
1557352739,87,10.00,0.12,
1557352860,87,10.00,0.13,
1557352981,87,10.10,0.13,
1557353102,87,9.90,0.14,
1557353223,87,10.00,0.13,
1557353344,87,10.00,0.12,
1557353465,87,10.00,0.11,
1557353586,87,10.00,0.09,
1557353707,87,10.00,0.09,
1557353828,87,9.90,0.10,
1557353949,87,9.90,0.10,
1557354070,87,9.90,0.11,
1557354191,87,9.90,0.12,
1557354312,87,9.90,0.12,
1557354433,87,9.90,0.12,
1557354554,88,9.90,0.12,
1557354675,88,9.90,0.12,
1557354796,88,9.90,0.13,
1557354917,88,9.90,0.13,
1557355038,88,9.90,0.09,
1557355159,88,9.90,0.10,
1557355280,88,9.90,0.11,
1557355401,87,9.80,0.13,
1557355522,87,9.90,0.12,
1557355643,87,9.80,0.11,
1557355764,88,9.80,0.10,
1557355885,88,9.90,0.10,
1557356006,88,9.80,0.10,
1557356127,88,9.80,0.10,
1557356248,88,9.90,0.11,
1557356369,88,9.90,0.10,
1557356490,88,9.90,0.10,
1557356611,88,9.80,0.09,
1557356732,88,9.90,0.08,
1557356853,88,9.80,0.08,
1557356974,88,9.80,0.09,
1557357095,88,9.80,0.09,
1557357216,88,9.80,0.09,
1557357337,88,9.80,0.07,
1557357458,88,9.70,0.07,
1557357579,88,9.70,0.07,
1557357700,88,9.70,0.10,
1557357821,88,9.70,0.09,
1557357942,88,9.70,0.08,
1557358063,88,9.70,0.08,
1557358184,88,9.70,0.06,
1557358305,88,9.70,0.07,
1557358426,88,9.70,0.08,
1557358547,88,9.70,0.07,
1557358668,88,9.70,0.04,
1557358789,88,9.70,0.04,
1557358910,87,9.60,0.03,
1557359031,87,9.60,0.03,
1557359152,87,9.60,0.04,
1557359273,87,9.50,0.07,
1557359394,87,9.50,0.05,
1557359515,88,9.50,0.06,
1557359636,88,9.50,0.06,
1557359757,88,9.50,0.05,
1557359878,88,9.50,0.05,
1557359999,88,9.60,0.05,
1557360120,88,9.50,0.06,
1557360241,88,9.50,0.07,
1557360362,88,9.50,0.04,
1557360483,88,9.50,0.06,
1557360604,88,9.50,0.06,
1557360725,88,9.50,0.06,
1557360846,88,9.60,0.05,
1557360967,88,9.50,0.06,
1557361088,88,9.60,0.05,
1557361209,88,9.50,0.05,
1557361330,88,9.60,0.05,
1557361451,88,9.60,0.06,
1557361572,88,9.60,0.04,
1557361693,88,9.60,0.05,
1557361814,88,9.60,0.03,
1557361935,88,9.50,0.03,
1557362056,88,9.50,0.05,
1557362177,88,9.50,0.05,
1557362298,88,9.50,0.04,
1557362419,88,9.50,0.04,
1557362540,88,9.60,0.02,
1557362661,88,9.50,0.05,
1557362782,88,9.50,0.05,
1557362903,88,9.50,0.05,
1557363024,88,9.50,0.04,
1557363145,88,9.50,0.04,
1557363266,88,9.50,0.06,
1557363387,88,9.50,0.06,
1557363508,88,9.50,0.05,
1557363629,88,9.50,0.05,
1557363750,88,9.50,0.04,
1557363871,88,9.50,0.05,
1557363992,88,9.50,0.02,
1557364113,88,9.50,0.03,
1557364234,88,9.50,0.03,
1557364355,88,9.50,0.04,
1557364476,88,9.50,0.04,
1557364597,88,9.50,0.03,
1557364718,88,9.50,0.04,
1557364839,88,9.50,0.04,
1557364960,88,9.50,0.04,
1557365081,88,9.50,0.05,
1557365202,88,9.50,0.06,
1557365323,88,9.50,0.04,
1557365444,88,9.50,0.05,
1557365565,88,9.50,0.04,
1557365686,88,9.50,0.04,
1557365807,88,9.50,0.02,
1557365928,88,9.50,0.04,
1557366049,88,9.50,0.03,
1557366170,88,9.50,0.05,
1557366291,88,9.50,0.03,
1557366412,88,9.50,0.04,
1557366533,88,9.50,0.06,
1557366654,88,9.60,0.06,
1557366775,88,9.60,0.05,
1557366896,88,9.60,0.03,
1557367017,88,9.50,0.03,
1557367138,88,9.60,0.03,
1557367259,88,9.60,0.03,
1557367380,88,9.50,0.03,
1557367501,88,9.50,0.04,
1557367622,87,9.50,0.05,
1557367743,87,9.50,0.02,
1557367864,87,9.50,0.01,
1557367985,87,9.50,0.01,
1557368106,87,9.50,0.01,
1557368227,87,9.50,0.01,
1557368348,87,9.50,0.02,
1557368469,87,9.50,0.02,
1557368590,87,9.50,0.02,
1557368711,87,9.50,0.00,
1557368832,87,9.50,0.00,
1557368953,87,9.40,0.00,
1557369074,87,9.40,0.00,
1557369195,87,9.40,0.00,
1557369316,87,9.30,0.01,
1557369437,87,9.30,0.00,
1557369558,87,9.30,0.01,
1557369679,87,9.30,0.00,
1557369800,88,9.30,0.01,
1557369921,88,9.30,0.00,
1557370042,88,9.30,0.00,
1557370163,87,9.30,0.00,
1557370284,87,9.30,0.00,
1557370405,88,9.20,0.01,
1557370526,88,9.20,0.01,
1557370647,88,9.20,0.01,
1557370768,88,9.30,0.02,
1557370889,88,9.30,0.02,
1557371010,88,9.30,0.02,
1557371131,88,9.30,0.02,
1557371252,88,9.30,0.03,
1557371373,88,9.30,0.01,
1557371494,88,9.30,0.02,
1557371615,88,9.30,0.02,
1557371736,88,9.30,0.01,
1557371857,88,9.30,0.01,
1557371978,88,9.40,0.04,
1557372099,88,9.30,0.03,
1557372220,88,9.30,0.03,
1557372341,88,9.30,0.03,
1557372462,88,9.30,0.02,
1557372583,88,9.30,0.04,
1557372704,88,9.40,0.04,
1557372825,88,9.40,0.04,
1557372946,88,9.40,0.05,
1557373067,88,9.40,0.01,
1557373188,88,9.40,0.03,
1557373309,88,9.50,0.03,
1557373430,88,9.40,0.02,
1557373551,88,9.40,0.02,
1557373672,88,9.40,0.04,
1557373793,88,9.40,0.04,
1557373914,88,9.40,0.05,
1557374035,88,9.40,0.03,
1557374156,88,9.40,0.04,
1557374277,88,9.40,0.05,
1557374398,88,9.40,0.04,
1557374519,88,9.50,0.04,
1557374640,88,9.50,0.04,
1557374761,88,9.40,0.05,
1557374882,88,9.50,0.05,
1557375003,88,9.50,0.04,
1557375124,88,9.50,0.03,
1557375245,88,9.50,0.03,
1557375366,88,9.50,0.04,
1557375487,88,9.50,0.04,
1557375608,88,9.50,0.04,
1557375729,88,9.50,0.03,
1557375850,88,9.50,0.04,
1557375971,88,9.50,0.04,
1557376092,88,9.50,0.04,
1557376213,88,9.50,0.04,
1557376334,88,9.50,0.04,
1557376455,88,9.50,0.05,
1557376576,88,9.60,0.03,
1557376697,88,9.50,0.02,
1557376818,88,9.50,0.01,
1557376939,88,9.50,0.01,
1557377060,88,9.50,0.03,
1557377181,88,9.50,0.04,
1557377302,88,9.50,0.02,
1557377423,88,9.50,0.02,
1557377544,88,9.50,0.04,
1557377665,88,9.50,0.02,
1557377786,88,9.50,0.04,
1557377907,88,9.50,0.04,
1557378028,88,9.50,0.04,
1557378149,88,9.50,0.04,
1557378270,88,9.50,0.05,
1557378391,88,9.50,0.03,
1557378512,88,9.50,0.03,
1557378633,88,9.50,0.02,
1557378754,88,9.60,0.03,
1557378875,88,9.50,0.04,
1557378996,88,9.50,0.05,
1557379117,88,9.50,0.05,
1557379238,88,9.50,0.02,
