08/05/2019 20:15,88,12.1,-0.02,,
08/05/2019 20:15,88,12.1,-0.01,,
08/05/2019 20:15,88,12.1,-0.01,,
08/05/2019 20:15,88,12.1,0.01,,
08/05/2019 20:15,88,12.1,0.01,,
08/05/2019 20:15,88,12.1,0,,
08/05/2019 20:15,88,12.1,-3.15,,
08/05/2019 20:15,88,12.1,-4.15,,
08/05/2019 20:15,88,12.1,-4.11,,
08/05/2019 20:15,88,12.1,-4.11,,
08/05/2019 20:16,88,12.1,-4.09,,
08/05/2019 20:16,88,12.2,-4.11,,
08/05/2019 20:16,88,12.1,-4.12,,
08/05/2019 20:16,88,12.1,-4.12,,
08/05/2019 20:16,88,12.1,-4.12,,
08/05/2019 20:16,88,12.1,-4.13,,
08/05/2019 20:16,88,12.1,-4.13,,
08/05/2019 20:16,88,12.1,-4.13,,
08/05/2019 20:16,88,12.1,-4.12,,
08/05/2019 20:16,88,12.1,-4.12,,
08/05/2019 20:16,88,12.1,-4.14,,
08/05/2019 20:16,88,12.1,-4.15,,
08/05/2019 20:16,88,12.1,-4.14,,
08/05/2019 20:16,88,12.1,-4.13,,
08/05/2019 20:16,88,12.1,-4.12,,
08/05/2019 20:16,88,12.1,-4.14,,
08/05/2019 20:16,88,12.1,-4.13,,
08/05/2019 20:16,88,12.1,-4.14,,
08/05/2019 20:16,88,12.1,-4.12,,
08/05/2019 20:16,87,12.1,-4.13,,
08/05/2019 20:16,88,12.2,-4.12,,
08/05/2019 20:16,87,12.1,-4.14,,
08/05/2019 20:16,87,12.1,-4.12,,
08/05/2019 20:16,87,12.1,-4.12,,
08/05/2019 20:16,87,12.2,-4.12,,
08/05/2019 20:17,87,12.1,-4.12,,
08/05/2019 20:17,87,12.1,-4.12,,
08/05/2019 20:17,87,12.1,-4.12,,
08/05/2019 20:17,87,12.1,-4.11,,
08/05/2019 20:17,87,12.1,-4.12,,
08/05/2019 20:17,87,12.2,-4.11,,
08/05/2019 20:17,87,12.1,-4.11,,
08/05/2019 20:17,87,12.1,-4.12,,
08/05/2019 20:17,87,12.1,-4.11,,
08/05/2019 20:17,87,12.1,-4.1,,
08/05/2019 20:17,87,12.1,-4.12,,
08/05/2019 20:17,87,12.1,-4.12,,
08/05/2019 20:17,87,12.1,-4.11,,
08/05/2019 20:17,87,12.1,-3.15,,
08/05/2019 20:17,87,12.1,0.42,,
08/05/2019 20:17,87,12.1,0.35,,
08/05/2019 20:17,87,12.1,0.38,,
08/05/2019 20:17,88,12.1,0.39,,
08/05/2019 20:17,88,12.1,0.37,,
08/05/2019 20:17,88,12.2,0.36,,
08/05/2019 20:17,88,12.1,-0.06,,
08/05/2019 20:17,88,12.1,-0.08,,
08/05/2019 20:17,88,12.1,1.14,,
08/05/2019 20:17,88,12.2,-3.8,,
08/05/2019 20:18,89,12.2,-4.45,,
08/05/2019 20:18,89,12.2,0,,
08/05/2019 20:18,89,12.2,0,,
08/05/2019 20:18,89,12.2,0.91,,
