1557346754	89	12.4	0.34
1557346757	89	12.4	0.37
1557346759	89	12.5	0.37
1557346762	89	12.4	0.37
1557346764	89	12.5	0.37
1557346767	89	12.5	0.35
1557346769	89	12.5	0.34
1557346771	89	12.5	0.34
1557346774	89	12.5	0.34
1557346776	89	12.5	0.33
1557346779	89	12.5	0.33
1557346781	89	12.5	0.32
1557346784	89	12.4	0.35
1557346786	89	12.5	0.32
1557346788	88	12.5	0.34
1557346791	88	12.5	0.33
1557346793	88	12.5	0.32
1557346796	88	12.5	0.33
1557346798	88	12.5	0.33
1557346801	88	12.5	0.32
1557346803	88	12.5	0.34
1557346806	88	12.5	0.33
1557346808	87	12.5	0.33
1557346810	87	12.5	0.33
1557346813	87	12.4	0.33
1557346815	87	12.5	0.34
1557346818	87	12.5	0.34
1557346820	87	12.5	0.34
1557346822	87	12.5	0.34
1557346825	87	12.5	0.34
1557346827	87	12.5	0.34
1557346830	87	12.5	0.35
1557346832	87	12.5	0.34
1557346835	87	12.5	0.35
1557346837	86	12.5	0.34
1557346840	86	12.5	0.35
1557346842	86	12.5	0.35
1557346844	86	12.5	0.36
1557346847	86	12.5	0.35
1557346849	86	12.5	0.36
1557346852	86	12.5	0.36
1557346854	86	12.4	0.34
1557346856	86	12.4	0.35
1557346859	86	12.5	0.35
1557346861	86	12.4	0.35
1557346864	86	12.4	0.34
1557346866	86	12.5	0.34
1557346869	86	12.5	0.35
1557346871	86	12.5	0.36
1557346874	86	12.4	0.37
1557346876	86	12.4	0.34
1557346878	86	12.4	0.36
1557346881	86	12.5	0.36
1557346883	86	12.4	0.36
1557346886	86	12.4	0.35
1557346888	85	12.5	0.38
1557346890	85	12.4	0.36
1557346893	85	12.4	0.36
1557346895	85	12.4	0.37
1557346898	85	12.4	0.36
1557346900	85	12.4	0.36
1557346903	85	12.4	0.37
1557346905	85	12.4	0.34
1557346908	85	12.4	0.36
1557346910	85	12.4	0.36
1557346912	85	12.4	0.36
1557346915	85	12.4	0.38
1557346917	85	12.4	0.36
1557346920	85	12.4	0.35
1557346922	85	12.4	0.36
1557346925	85	12.4	0.37
1557346927	85	12.4	0.36
1557346929	85	12.4	0.37
1557346932	85	12.4	0.38
1557346934	85	12.4	0.37
1557346937	85	12.4	0.36
1557346939	85	12.4	0.36
1557346942	85	12.4	0.38
1557346944	85	12.4	0.37
1557346946	85	12.4	0.36
1557346949	85	12.4	0.36
1557346951	85	12.4	0.38
1557346954	85	12.4	0.37
1557346956	85	12.4	0.38
1557346959	85	12.4	0.38
1557346961	85	12.4	0.38
1557346963	85	12.4	0.37
1557346966	85	12.4	0.36
1557346968	85	12.4	0.37
1557346971	85	12.4	0.38
1557346973	85	12.4	0.37
1557346976	85	12.4	0.37
1557346978	85	12.4	0.38
1557346980	85	12.4	0.36
1557346983	85	12.4	0.37
1557346985	85	12.4	0.36
1557346988	85	12.4	0.38
1557346990	85	12.3	0.37
1557346993	85	12.4	0.36
1557346995	85	12.4	0.37
1557346997	85	12.4	0.35
1557347000	85	12.3	0.38
1557347002	85	12.4	0.37
1557347005	85	12.4	0.38
1557347007	85	12.3	0.37
1557347010	85	12.4	0.39
1557347012	84	12.4	0.38
1557347014	84	12.4	0.38
1557347017	85	12.4	0.37
1557347019	85	12.4	0.38
1557347022	84	12.4	0.38
1557347024	84	12.4	0.37
1557347027	84	12.4	0.38
1557347029	84	12.4	0.37
1557347031	84	12.4	0.38
1557347034	84	12.4	0.38
1557347036	84	12.3	0.38
1557347039	84	12.4	0.38
1557347041	84	12.4	0.37
1557347044	84	12.4	0.37
1557347046	84	12.3	0.37
1557347048	84	12.3	0.38
1557347051	84	12.3	0.38
1557347053	84	12.4	0.37
1557347056	84	12.4	0.39
1557347058	84	12.3	0.37
1557347061	84	12.4	0.38
1557347063	84	12.4	0.37
1557347065	84	12.4	0.38
1557347068	84	12.4	0.38
1557347070	84	12.4	0.37
1557347073	84	12.4	0.37
1557347075	84	12.4	0.39
1557347078	84	12.3	0.38
1557347080	84	12.3	0.38
1557347082	84	12.4	0.38
1557347085	84	12.4	0.39
1557347087	84	12.4	0.38
1557347090	84	12.4	0.38
1557347092	84	12.3	0.38
1557347095	84	12.3	0.38
1557347097	84	12.4	0.37
1557347100	84	12.3	0.39
1557347102	84	12.4	0.38
1557347104	84	12.3	0.38
1557347107	84	12.3	0.38
1557347109	84	12.4	0.39
1557347112	84	12.4	0.38
1557347114	84	12.3	0.39
1557347116	84	12.4	0.38
1557347119	84	12.3	0.38
1557347121	84	12.3	0.39
1557347124	84	12.3	0.38
1557347126	84	12.3	0.38
1557347129	84	12.3	0.39
1557347131	84	12.4	0.38
1557347134	84	12.3	0.37
1557347136	84	12.3	0.39
1557347138	84	12.4	0.38
1557347141	84	12.3	0.38
1557347143	84	12.3	0.4
1557347146	84	12.3	0.37
1557347148	84	12.4	0.38
1557347150	84	12.3	0.37
1557347153	84	12.3	0.37
1557347155	84	12.3	0.37
1557347158	84	12.3	0.38
1557347160	84	12.3	0.38
1557347163	84	12.3	0.39
1557347165	84	12.3	0.38
1557347168	84	12.3	0.37
1557347170	84	12.3	0.37
1557347172	84	12.3	0.37
1557347175	84	12.3	0.37
1557347177	84	12.3	0.39
1557347180	84	12.3	0.38
1557347182	84	12.3	0.38
1557347184	84	12.3	0.39
1557347187	84	12.3	0.39
1557347189	84	12.3	0.37
1557347192	84	12.3	0.38
1557347194	84	12.2	0.37
1557347197	84	12.3	0.38
1557347199	84	12.4	0.37
1557347202	84	12.3	0.38
1557347204	84	12.3	0.38
1557347206	84	12.3	0.38
1557347209	84	12.3	0.37
1557347211	84	12.2	0.38
1557347214	84	12.3	0.37
1557347216	84	12.2	0.4
1557347219	84	12.3	0.38
1557347221	84	12.3	0.37
1557347223	84	12.2	0.38
1557347226	84	12.3	0.38
1557347228	84	12.3	0.38
1557347231	84	12.3	0.39
1557347233	84	12.2	0.37
1557347236	84	12.3	0.37
1557347238	84	12.2	0.37
1557347240	84	12.3	0.39
1557347243	84	12.3	0.39
1557347245	84	12.3	0.38
1557347248	84	12.3	0.37
1557347250	84	12.2	0.38
1557347253	84	12.2	0.37
1557347255	84	12.3	0.37
1557347257	84	12.3	0.38
1557347260	84	12.3	0.39
1557347262	84	12.2	0.39
1557347265	84	12.3	0.37
1557347267	84	12.3	0.37
1557347270	84	12.2	0.37
1557347272	84	12.3	0.38
1557347274	84	12.2	0.37
1557347277	84	12.2	0.38
1557347279	84	12.2	0.38
1557347282	84	12.2	0.37
1557347284	84	12.2	0.38
1557347287	84	12.2	0.38
1557347289	84	12.3	0.38
1557347291	84	12.2	0.37
1557347294	84	12.2	0.37
1557347296	84	12.3	0.38
1557347299	84	12.2	0.38
1557347301	84	12.2	0.38
1557347304	84	12.3	0.39
1557347306	84	12.2	0.37
1557347308	84	12.3	0.38
1557347311	84	12.3	0.37
1557347313	84	12.2	0.38
1557347316	84	12.3	0.38
1557347318	84	12.3	0.39
1557347321	84	12.2	0.38
1557347323	84	12.2	0.38
1557347325	84	12.2	0.37
1557347328	84	12.2	0.38
1557347330	84	12.2	0.4
1557347333	84	12.2	0.37
1557347335	84	12.2	0.38
1557347338	84	12.2	0.38
1557347340	84	12.3	0.38
1557347342	84	12.2	0.39
1557347345	84	12.3	0.37
1557347347	84	12.2	0.38
1557347350	84	12.2	0.38
1557347352	84	12.2	0.36
1557347355	84	12.2	0.37
1557347357	84	12.3	0.37
1557347359	84	12.2	0.38
1557347362	84	12.2	0.39
1557347364	84	12.2	0.37
1557347367	84	12.3	0.38
1557347369	84	12.2	0.37
1557347372	84	12.2	0.37
1557347374	84	12.2	0.39
1557347376	84	12.2	0.37
1557347379	84	12.3	0.37
1557347381	84	12.2	0.38
1557347384	84	12.2	0.37
1557347386	84	12.2	0.38
1557347389	84	12.2	0.37
1557347391	84	12.2	0.39
1557347394	84	12.2	0.37
1557347396	84	12.2	0.38
1557347398	84	12.2	0.37
1557347401	83	12.2	0.38
1557347403	83	12.2	0.37
1557347406	83	12.2	0.38
1557347408	83	12.2	0.38
1557347410	84	12.2	0.38
1557347413	84	12.2	0.38
1557347415	84	12.2	0.37
1557347418	84	12.2	0.37
1557347420	84	12.2	0.38
1557347423	84	12.2	0.39
1557347425	84	12.2	0.37
1557347428	83	12.2	0.37
