1557345721,19,49.6,0.47
1557345842,18,48.5,0.4
1557345963,19,49,0.39
1557346084,19,49.2,0.4
1557346205,19,49.4,0.43
1557346326,20,49.5,0.44
1557346447,20,49.7,0.44
1557346568,20,49.9,0.47
1557346689,21,49.9,0.47
1557346810,21,50,0.47
1557346931,21,50.2,0.47
1557347052,21,50.2,0.48
1557347173,21,50.4,0.48
1557347294,21,50.4,0.48
1557347415,21,50.5,0.48
1557347536,21,50.5,0.48
1557347657,21,50.5,0.48
1557347778,20,50.5,0.48
1557347899,20,50.7,0.49
1557348020,20,50.7,0.49
1557348141,20,50.7,0.48
1557348262,20,50.7,0.5
1557348383,20,50.9,0.48
1557348504,20,50.9,0.5
1557348625,20,50.9,0.5
1557348746,20,50.9,0.5
1557348867,20,50.9,0.49
1557348988,20,50.9,0.49
1557349109,20,50.9,0.5
1557349230,20,51,0.51
1557349351,20,50.9,0.49
1557349472,19,50.9,0.49
1557349593,20,50.7,0.52
1557349714,19,50.7,0.5
1557349835,20,50.9,0.52
1557349956,20,50.9,0.5
1557350077,20,51,0.53
1557350198,20,51,0.51
1557350319,20,50.9,0.51
1557350440,20,50.9,0.52
1557350561,20,50.9,0.51
1557350682,20,50.9,0.53
1557350803,19,51,0.51
1557350924,20,50.9,0.53
1557351045,20,51,0.52
1557351166,19,51,0.52
1557351287,20,51,0.53
1557351408,20,51.1,0.53
1557351529,20,51.1,0.53
1557351650,20,51,0.52
1557351771,19,51,0.52
1557351892,19,51,0.53
1557352013,19,51,0.53
1557352134,19,51,0.52
1557352255,19,51.3,0.52
1557352376,19,51.1,0.52
1557352497,19,51,0.52
1557352618,19,51.1,0.52
1557352739,19,51,0.54
1557352860,19,51,0.51
1557352981,19,51,0.51
1557353102,19,51.1,0.52
1557353223,19,51,0.53
1557353344,19,51.1,0.53
1557353465,19,51,0.52
1557353586,19,51,0.52
1557353707,19,51,0.52
1557353828,19,51,0.53
1557353949,19,51,0.52
1557354070,19,51.1,0.53
1557354191,19,51,0.52
1557354312,19,51.1,0.52
1557354433,19,51,0.53
1557354554,19,51,0.52
1557354675,19,51,0.52
1557354796,19,51.1,0.52
1557354917,19,51.1,0.53
1557355038,19,51,0.52
1557355159,19,51.1,0.53
1557355280,19,51,0.52
1557355401,19,51,0.52
1557355522,19,51,0.52
1557355643,19,51,0.52
1557355764,19,51,0.53
1557355885,19,51,0.53
1557356006,19,51,0.53
1557356127,19,51,0.53
1557356248,19,51,0.54
1557356369,19,51,0.53
1557356490,19,50.9,0.52
1557356611,19,51,0.52
1557356732,19,51,0.51
1557356853,19,51,0.54
1557356974,19,51,0.52
1557357095,19,51,0.53
1557357216,19,51,0.53
1557357337,19,51,0.52
1557357458,19,51,0.52
1557357579,19,50.9,0.52
1557357700,19,51,0.5
1557357821,19,51.1,0.52
1557357942,19,51.1,0.5
1557358063,19,51.1,0.51
1557358184,19,51.1,0.52
1557358305,19,51.1,0.51
1557358426,19,51.1,0.52
1557358547,19,51.1,0.51
1557358668,19,51.1,0.52
1557358789,19,51.1,0.51
1557358910,19,51.1,0.49
1557359031,19,51,0.52
1557359152,19,51,0.52
1557359273,19,50.9,0.5
1557359394,19,51,0.51
1557359515,19,50.9,0.52
1557359636,19,50.9,0.52
1557359757,19,51,0.5
1557359878,19,50.9,0.52
1557359999,19,50.9,0.52
1557360120,19,50.9,0.53
1557360241,19,50.9,0.52
1557360362,19,51,0.5
1557360483,19,50.9,0.52
1557360604,19,51.1,0.52
1557360725,19,50.9,0.5
1557360846,19,50.9,0.51
1557360967,19,50.9,0.52
1557361088,19,51,0.51
1557361209,19,51.1,0.52
1557361330,19,50.9,0.52
1557361451,19,50.9,0.51
1557361572,19,50.9,0.51
1557361693,19,51.1,0.5
1557361814,19,51.1,0.52
1557361935,19,51.1,0.52
1557362056,19,51.1,0.51
1557362177,19,51.1,0.52
1557362298,19,51.1,0.51
1557362419,19,51.1,0.51
1557362540,19,50.9,0.52
1557362661,19,50.9,0.51
1557362782,19,50.9,0.52
1557362903,19,50.9,0.5
1557363024,19,51,0.5
1557363145,19,50.9,0.51
1557363266,19,50.9,0.5
1557363387,19,50.9,0.51
1557363508,19,50.9,0.5
1557363629,19,50.9,0.49
1557363750,19,50.9,0.51
1557363871,19,50.9,0.51
1557363992,19,50.7,0.51
1557364113,19,50.7,0.5
1557364234,19,50.9,0.52
1557364355,19,50.9,0.52
1557364476,19,50.7,0.51
1557364597,19,50.7,0.5
1557364718,19,50.9,0.51
1557364839,19,51,0.51
1557364960,19,50.9,0.51
1557365081,19,50.9,0.51
1557365202,19,50.7,0.51
1557365323,19,50.9,0.5
1557365444,19,50.9,0.51
1557365565,19,50.7,0.5
1557365686,19,50.9,0.51
1557365807,19,50.9,0.5
1557365928,19,50.9,0.5
1557366049,19,50.7,0.51
1557366170,19,50.7,0.5
1557366291,19,50.7,0.5
1557366412,19,50.9,0.51
1557366533,19,50.7,0.51
1557366654,19,50.7,0.51
1557366775,19,50.7,0.52
1557366896,19,50.9,0.5
1557367017,19,50.9,0.51
1557367138,19,50.9,0.5
1557367259,19,50.9,0.49
1557367380,19,50.9,0.49
1557367501,19,50.9,0.5
1557367622,19,50.9,0.49
1557367743,19,50.9,0.5
1557367864,19,50.9,0.5
1557367985,19,50.9,0.5
1557368106,19,50.9,0.5
1557368227,19,50.9,0.5
1557368348,19,50.9,0.51
1557368469,19,50.9,0.5
1557368590,19,50.7,0.51
1557368711,19,50.9,0.51
1557368832,19,50.9,0.49
1557368953,19,50.9,0.51
1557369074,19,50.9,0.5
1557369195,19,50.9,0.51
1557369316,19,50.9,0.51
1557369437,19,50.9,0.51
1557369558,19,50.9,0.51
1557369679,19,50.9,0.51
1557369800,19,50.9,0.51
1557369921,19,50.9,0.5
1557370042,19,50.9,0.51
1557370163,19,50.9,0.5
1557370284,19,51,0.5
1557370405,19,51.1,0.49
1557370526,19,51.1,0.5
1557370647,19,51,0.51
1557370768,19,51,0.48
1557370889,19,50.9,0.49
1557371010,19,51,0.5
1557371131,19,51.1,0.5
1557371252,19,51,0.5
1557371373,19,51.1,0.5
1557371494,19,51,0.5
1557371615,19,51,0.49
1557371736,19,51,0.5
1557371857,19,51,0.5
1557371978,19,51,0.51
1557372099,19,51,0.5
1557372220,19,51,0.49
1557372341,19,51,0.5
1557372462,19,51,0.49
1557372583,19,51,0.49
1557372704,19,51,0.5
1557372825,19,51,0.5
1557372946,19,51,0.5
1557373067,19,51,0.51
1557373188,19,51,0.5
1557373309,19,51.1,0.5
1557373430,19,51,0.51
1557373551,19,51.1,0.51
1557373672,19,51.1,0.5
1557373793,19,51.1,0.5
1557373914,19,51.1,0.5
1557374035,19,51,0.51
1557374156,19,51,0.52
1557374277,19,51.1,0.51
1557374398,19,51.3,0.49
1557374519,19,51,0.51
1557374640,19,51,0.5
1557374761,19,51.1,0.53
1557374882,19,51,0.5
1557375003,19,51,0.52
1557375124,19,51,0.5
1557375245,19,51,0.49
1557375366,19,51,0.51
1557375487,19,51.1,0.5
1557375608,19,51.3,0.51
1557375729,19,51.1,0.5
1557375850,19,51,0.51
1557375971,19,51,0.51
1557376092,19,51.3,0.5
1557376213,19,51.1,0.49
1557376334,19,51.1,0.51
1557376455,19,51.3,0.51
1557376576,19,51,0.5
1557376697,19,51.1,0.51
1557376818,19,51.1,0.51
1557376939,19,51.1,0.5
1557377060,19,51.1,0.52
1557377181,19,51.1,0.5
1557377302,19,51.1,0.5
1557377423,19,51.3,0.51
1557377544,19,51.1,0.51
1557377665,19,51.1,0.5
1557377786,19,51.3,0.49
1557377907,19,51.1,0.5
1557378028,19,51.3,0.51
1557378149,19,51.1,0.51
1557378270,19,51.1,0.5
1557378391,19,51.1,0.48
1557378512,19,51.1,0.49
1557378633,19,51,0.49
1557378754,19,51,0.5
1557378875,19,51,0.49
1557378996,19,51,0.5
1557379117,19,51.1,0.49
1557379238,19,51,0.51
1557379359,19,51.1,0.49
1557379480,19,51,0.5
1557379601,19,50.9,0.49
1557379722,19,51,0.48
1557379843,19,50.9,0.5
1557379964,19,51,0.49
1557380085,19,50.9,0.49
1557380206,19,50.9,0.51
1557380327,19,51,0.49
1557380448,19,50.9,0.51
1557380569,19,50.9,0.51
1557380690,19,50.7,0.5
1557380811,19,50.9,0.49
1557380932,19,50.9,0.5
1557381053,19,50.9,0.49
1557381174,19,50.9,0.5
1557381295,19,50.9,0.49
1557381416,19,50.9,0.49
1557381537,19,50.7,0.49
