1557345721,25,59.9,0.33
1557345842,24,57.9,0.27
1557345963,24,57.3,0.24
1557346084,25,59.9,0.23
1557346205,25,59.9,0.21
1557346326,24,57.5,0.22
1557346447,25,59.3,0.21
1557346568,25,58.2,0.2
1557346689,25,59.1,0.21
1557346810,22,55.5,0.21
1557346931,24,57.3,0.2
1557347052,24,57.5,0.2
1557347173,22,55.7,0.2
1557347294,25,59.7,0.21
1557347415,25,59.9,0.2
1557347536,25,59.9,0.22
1557347657,5,60,0.2
1557347778,25,59.5,0.2
1557347899,25,59.9,0.2
1557348020,25,59.9,0.21
1557348141,5,60,0.21
1557348262,25,59.3,0.2
1557348383,24,57.1,0.22
1557348504,23,56.9,0.22
1557348625,24,57.3,0.21
1557348746,25,59.9,0.22
1557348867,25,59.9,0.22
1557348988,25,59.9,0.22
1557349109,25,58.9,0.22
1557349230,25,59.9,0.21
1557349351,25,59.9,0.22
1557349472,25,59.9,0.2
1557349593,25,59.9,0.2
1557349714,25,58,0.21
1557349835,24,57.3,0.22
1557349956,22,54.5,0.22
1557350077,25,59.9,0.22
1557350198,25,59.9,0.22
1557350319,25,59.9,0.22
1557350440,24,57.7,0.23
1557350561,25,59.9,0.23
1557350682,25,59.9,0.23
1557350803,25,58.9,0.22
1557350924,25,59.9,0.21
1557351045,24,57.3,0.21
1557351166,25,58.4,0.21
1557351287,24,57.1,0.22
1557351408,24,57.5,0.22
1557351529,25,59.7,0.22
1557351650,24,57.5,0.22
1557351771,25,59.9,0.23
1557351892,25,59.9,0.23
1557352013,5,60,0.23
1557352134,25,59.9,0.22
1557352255,25,59.9,0.22
1557352376,25,59.9,0.22
1557352497,25,59.9,0.21
1557352618,25,58.2,0.22
1557352739,25,58,0.21
1557352860,25,59.9,0.23
1557352981,25,58.7,0.21
1557353102,25,58,0.22
1557353223,25,59.9,0.23
1557353344,25,59.9,0.22
1557353465,25,59.9,0.22
1557353586,25,59.9,0.23
1557353707,25,58,0.23
1557353828,5,60,0.22
1557353949,25,59.9,0.24
1557354070,25,59.9,0.23
1557354191,5,60,0.22
1557354312,24,57.9,0.23
1557354433,25,58,0.22
1557354554,25,58,0.24
1557354675,25,59.9,0.23
1557354796,25,59.9,0.22
1557354917,25,59.9,0.23
1557355038,25,58,0.22
1557355159,25,58.2,0.23
1557355280,25,59.9,0.23
1557355401,25,58.9,0.21
1557355522,25,59.9,0.22
1557355643,25,59.3,0.23
1557355764,25,59.1,0.24
1557355885,25,58,0.24
1557356006,25,58.9,0.24
1557356127,25,59.9,0.24
1557356248,24,57.7,0.23
1557356369,25,58,0.21
1557356490,25,59.9,0.22
1557356611,25,59.9,0.23
1557356732,25,58.4,0.23
1557356853,25,59.9,0.23
1557356974,24,57.3,0.23
