1557345721,25,59.50,0.43,
1557345842,23,56.10,0.41,
1557345963,22,54.90,0.40,
1557346084,22,55.70,0.42,
1557346205,25,58.90,0.39,
1557346326,5,60.00,0.38,
1557346447,24,57.90,0.38,
1557346568,25,59.90,0.38,
1557346689,25,59.90,0.38,
1557346810,25,59.30,0.39,
1557346931,24,57.50,0.39,
1557347052,25,59.90,0.39,
1557347173,25,59.90,0.40,
1557347294,25,59.70,0.40,
1557347415,25,59.10,0.40,
1557347536,25,59.90,0.39,
1557347657,25,59.90,0.38,
1557347778,23,56.50,0.38,
1557347899,25,59.90,0.39,
1557348020,25,59.70,0.38,
1557348141,24,57.30,0.38,
1557348262,25,59.70,0.39,
1557348383,22,54.70,0.40,
1557348504,25,59.90,0.40,
1557348625,21,53.40,0.40,
1557348746,5,60.00,0.38,
1557348867,24,57.10,0.40,
1557348988,23,56.90,0.40,
1557349109,23,56.50,0.41,
1557349230,24,57.50,0.40,
1557349351,23,56.70,0.40,
1557349472,25,59.30,0.40,
1557349593,25,58.70,0.40,
1557349714,22,55.20,0.41,
1557349835,23,56.70,0.41,
1557349956,24,57.10,0.40,
1557350077,24,57.70,0.41,
1557350198,23,56.90,0.40,
1557350319,23,56.70,0.42,
1557350440,22,55.40,0.41,
1557350561,22,55.00,0.40,
1557350682,21,53.00,0.41,
1557350803,21,53.30,0.42,
1557350924,24,57.30,0.41,
1557351045,22,55.90,0.40,
1557351166,23,56.30,0.41,
1557351287,22,54.50,0.43,
1557351408,23,56.50,0.42,
1557351529,22,54.70,0.40,
1557351650,19,51.00,0.41,
1557351771,23,56.30,0.41,
1557351892,22,54.20,0.39,
1557352013,24,57.90,0.40,
1557352134,21,53.70,0.40,
1557352255,22,54.40,0.40,
1557352376,22,54.00,0.41,
1557352497,23,56.70,0.41,
1557352618,22,54.20,0.41,
1557352739,20,52.40,0.42,
1557352860,22,55.70,0.42,
1557352981,23,56.90,0.41,
1557353102,25,58.40,0.41,
1557353223,22,54.70,0.40,
1557353344,25,58.40,0.42,
1557353465,23,56.10,0.40,
1557353586,25,58.20,0.40,
1557353707,22,54.50,0.41,
1557353828,21,53.60,0.40,
1557353949,22,54.40,0.41,
1557354070,23,56.70,0.41,
1557354191,22,55.70,0.42,
1557354312,23,56.30,0.41,
1557354433,21,53.00,0.42,
1557354554,25,58.50,0.41,
1557354675,22,54.70,0.41,
1557354796,22,55.00,0.42,
1557354917,21,53.60,0.42,
1557355038,21,53.00,0.41,
1557355159,21,53.40,0.40,
1557355280,22,55.90,0.41,
1557355401,24,57.10,0.40,
1557355522,22,54.40,0.41,
1557355643,25,58.40,0.41,
1557355764,24,57.10,0.40,
