1557345721,88,8.60,0.47,
1557345842,88,8.60,0.42,
1557345963,88,8.80,0.43,
1557346084,87,8.90,0.45,
1557346205,87,8.80,0.46,
1557346326,87,8.90,0.46,
1557346447,86,8.90,0.47,
1557346568,86,8.90,0.46,
1557346689,86,8.90,0.46,
1557346810,86,8.90,0.47,
1557346931,86,8.90,0.47,
1557347052,86,8.80,0.48,
1557347173,86,8.80,0.49,
1557347294,86,8.80,0.49,
1557347415,86,8.80,0.49,
1557347536,86,8.70,0.49,
1557347657,87,8.70,0.48,
1557347778,87,8.70,0.49,
1557347899,87,8.70,0.48,
1557348020,87,8.60,0.47,
1557348141,87,8.60,0.48,
1557348262,87,8.60,0.47,
1557348383,87,8.50,0.50,
1557348504,87,8.50,0.48,
1557348625,87,8.60,0.49,
1557348746,87,8.60,0.49,
1557348867,87,8.50,0.50,
1557348988,87,8.50,0.50,
1557349109,87,8.40,0.53,
1557349230,87,8.30,0.51,
1557349351,87,8.30,0.51,
1557349472,87,8.40,0.52,
1557349593,87,8.40,0.54,
1557349714,88,8.40,0.52,
1557349835,88,8.40,0.53,
1557349956,88,8.40,0.52,
1557350077,88,8.50,0.54,
1557350198,88,8.40,0.55,
1557350319,88,8.50,0.55,
1557350440,88,8.40,0.55,
1557350561,88,8.50,0.55,
1557350682,88,8.50,0.55,
1557350803,88,8.50,0.55,
1557350924,88,8.50,0.54,
1557351045,88,8.50,0.55,
1557351166,88,8.60,0.55,
1557351287,88,8.50,0.56,
1557351408,88,8.60,0.54,
1557351529,88,8.50,0.55,
1557351650,88,8.50,0.55,
1557351771,88,8.50,0.56,
1557351892,88,8.50,0.57,
1557352013,88,8.50,0.55,
1557352134,88,8.50,0.55,
1557352255,88,8.50,0.55,
1557352376,88,8.50,0.55,
1557352497,88,8.50,0.56,
1557352618,88,8.50,0.56,
1557352739,88,8.50,0.57,
1557352860,88,8.50,0.58,
1557352981,88,8.60,0.55,
1557353102,88,8.50,0.53,
1557353223,88,8.50,0.55,
1557353344,88,8.60,0.55,
1557353465,88,8.50,0.55,
1557353586,88,8.50,0.57,
1557353707,88,8.50,0.56,
1557353828,88,8.50,0.56,
1557353949,88,8.60,0.58,
1557354070,88,8.60,0.58,
1557354191,88,8.60,0.58,
1557354312,88,8.60,0.60,
1557354433,88,8.60,0.58,
1557354554,88,8.60,0.59,
1557354675,88,8.60,0.60,
1557354796,88,8.70,0.59,
1557354917,88,8.70,0.60,
1557355038,88,8.70,0.61,
1557355159,88,8.70,0.61,
1557355280,88,8.80,0.59,
1557355401,88,8.80,0.60,
1557355522,88,8.80,0.59,
1557355643,88,8.80,0.59,
1557355764,88,8.80,0.59,
1557355885,88,8.80,0.58,
1557356006,88,8.80,0.57,
1557356127,88,8.90,0.57,
1557356248,88,8.80,0.58,
1557356369,88,8.80,0.57,
1557356490,88,8.80,0.57,
1557356611,88,8.80,0.58,
1557356732,88,8.80,0.57,
1557356853,88,8.80,0.59,
1557356974,88,8.80,0.58,
1557357095,88,8.80,0.61,
1557357216,88,8.80,0.60,
1557357337,88,8.80,0.61,
1557357458,88,8.80,0.60,
1557357579,88,8.90,0.61,
1557357700,88,8.90,0.61,
1557357821,88,8.90,0.62,
1557357942,88,9.00,0.61,
1557358063,88,8.90,0.61,
1557358184,88,9.00,0.62,
1557358305,88,9.00,0.63,
1557358426,88,9.00,0.64,
1557358547,88,9.00,0.61,
1557358668,88,9.10,0.62,
1557358789,88,9.10,0.62,
1557358910,88,9.10,0.63,
1557359031,88,9.10,0.61,
1557359152,88,9.10,0.62,
1557359273,88,9.10,0.63,
1557359394,88,9.20,0.62,
1557359515,88,9.10,0.63,
1557359636,88,9.20,0.63,
1557359757,88,9.20,0.63,
1557359878,88,9.20,0.63,
1557359999,88,9.20,0.63,
1557360120,88,9.20,0.64,
1557360241,88,9.20,0.60,
1557360362,88,9.20,0.61,
1557360483,88,9.30,0.60,
1557360604,88,9.20,0.61,
1557360725,88,9.20,0.61,
1557360846,88,9.20,0.62,
1557360967,88,9.30,0.59,
1557361088,88,9.30,0.62,
1557361209,88,9.20,0.62,
1557361330,88,9.20,0.62,
1557361451,88,9.20,0.61,
1557361572,88,9.20,0.62,
