1557345842,88,9.5,0.03
1557345963,88,9.7,0.08
1557346084,88,9.8,0.09
1557346205,88,9.7,0.09
1557346326,88,9.8,0.12
1557346447,88,9.8,0.11
1557346568,88,9.7,0.11
1557346689,88,9.7,0.12
1557346810,88,9.7,0.11
1557346931,88,9.7,0.11
1557347052,88,9.7,0.11
1557347173,88,9.7,0.13
1557347294,88,9.6,0.12
1557347415,88,9.6,0.15
1557347536,88,9.6,0.13
1557347657,88,9.5,0.15
1557347778,88,9.6,0.14
1557347899,88,9.6,0.14
1557348020,88,9.5,0.14
1557348141,88,9.6,0.15
1557348262,88,9.6,0.15
1557348383,88,9.5,0.15
1557348504,88,9.5,0.16
1557348625,88,9.5,0.16
1557348746,88,9.6,0.15
1557348867,88,9.6,0.16
1557348988,88,9.5,0.17
1557349109,88,9.5,0.16
1557349230,88,9.5,0.13
1557349351,88,9.5,0.14
1557349472,88,9.5,0.13
1557349593,88,9.5,0.16
1557349714,88,9.5,0.18
1557349835,88,9.5,0.15
1557349956,88,9.5,0.17
1557350077,88,9.5,0.17
1557350198,88,9.5,0.15
1557350319,88,9.5,0.17
1557350440,88,9.5,0.17
1557350561,88,9.5,0.17
1557350682,88,9.5,0.17
1557350803,88,9.5,0.19
1557350924,88,9.5,0.17
1557351045,88,9.5,0.17
1557351166,88,9.5,0.19
1557351287,88,9.5,0.19
1557351408,88,9.5,0.19
1557351529,88,9.5,0.18
1557351650,88,9.5,0.2
1557351771,88,9.5,0.18
1557351892,88,9.5,0.21
1557352013,88,9.5,0.2
1557352134,88,9.6,0.21
1557352255,88,9.6,0.21
1557352376,88,9.6,0.21
1557352497,88,9.6,0.21
1557352618,88,9.6,0.21
1557352739,88,9.6,0.22
1557352860,88,9.6,0.22
1557352981,88,9.6,0.22
1557353102,88,9.7,0.22
1557353223,88,9.7,0.22
1557353344,88,9.7,0.21
1557353465,88,9.7,0.22
1557353586,88,9.7,0.23
1557353707,88,9.7,0.23
1557353828,88,9.7,0.22
1557353949,88,9.7,0.21
1557354070,88,9.7,0.21
1557354191,88,9.7,0.22
1557354312,88,9.8,0.22
1557354433,88,9.7,0.23
1557354554,88,9.8,0.23
1557354675,88,9.8,0.23
1557354796,88,9.8,0.23
1557354917,88,9.8,0.24
1557355038,88,9.8,0.24
1557355159,88,9.8,0.24
1557355280,88,9.9,0.23
1557355401,88,9.8,0.22
1557355522,88,9.9,0.21
1557355643,88,9.9,0.22
1557355764,88,9.9,0.22
1557355885,88,9.9,0.2
1557356006,88,9.9,0.21
1557356127,88,9.9,0.2
