07/05/2019 17:54:14,84,11.6,0.33
07/05/2019 17:54:16,84,11.6,0.33
07/05/2019 17:54:18,84,11.5,0.32
07/05/2019 17:54:21,84,11.5,0.33
07/05/2019 17:54:23,84,11.6,0.33
07/05/2019 17:54:26,84,11.6,0.32
07/05/2019 17:54:28,84,11.5,0.33
07/05/2019 17:54:31,84,11.5,0.31
07/05/2019 17:54:33,84,11.5,0.33
07/05/2019 17:54:35,84,11.6,0.34
07/05/2019 17:54:38,84,11.5,0.33
07/05/2019 17:54:40,84,11.5,0.33
07/05/2019 17:54:43,84,11.5,0.34
07/05/2019 17:54:45,84,11.5,0.33
07/05/2019 17:54:48,84,11.5,0.33
07/05/2019 17:54:50,84,11.4,0.33
07/05/2019 17:54:52,84,11.5,0.32
07/05/2019 17:54:55,84,11.5,0.33
07/05/2019 17:54:57,84,11.5,0.34
07/05/2019 17:55:00,84,11.5,0.34
07/05/2019 17:55:02,84,11.5,0.35
07/05/2019 17:55:05,84,11.5,0.34
07/05/2019 17:55:07,84,11.5,0.33
07/05/2019 17:55:09,84,11.5,0.33
07/05/2019 17:55:12,84,11.5,0.34
07/05/2019 17:55:14,84,11.6,0.32
07/05/2019 17:55:17,84,11.5,0.34
07/05/2019 17:55:19,84,11.5,0.34
07/05/2019 17:55:22,84,11.6,0.34
07/05/2019 17:55:24,84,11.5,0.34
07/05/2019 17:55:26,84,11.6,0.34
07/05/2019 17:55:29,84,11.5,0.34
07/05/2019 17:55:31,84,11.5,0.34
07/05/2019 17:55:34,84,11.5,0.35
07/05/2019 17:55:36,84,11.6,0.34
07/05/2019 17:55:39,83,11.5,0.33
07/05/2019 17:55:41,84,11.5,0.34
07/05/2019 17:55:43,84,11.6,0.33
07/05/2019 17:55:46,83,11.5,0.33
07/05/2019 17:55:48,83,11.5,0.33
07/05/2019 17:55:51,83,11.5,0.33
07/05/2019 17:55:53,83,11.5,0.34
07/05/2019 17:55:56,83,11.6,0.34
07/05/2019 17:55:58,83,11.5,0.35
07/05/2019 17:56:00,83,11.5,0.34
07/05/2019 17:56:03,83,11.5,0.33
07/05/2019 17:56:05,83,11.5,0.35
07/05/2019 17:56:08,83,11.5,0.35
07/05/2019 17:56:10,83,11.5,0.34
07/05/2019 17:56:13,83,11.5,0.34
07/05/2019 17:56:15,83,11.5,0.33
07/05/2019 17:56:17,83,11.6,0.32
07/05/2019 17:56:20,83,11.5,0.34
