89.00,11.40,-0.00,
89.00,11.50,0.00,
89.00,11.50,0.01,
89.00,11.50,0.00,
89.00,11.50,0.01,
89.00,11.50,0.01,
89.00,11.50,0.00,
89.00,11.50,0.01,
88.00,11.40,0.02,
88.00,11.40,0.02,
88.00,11.50,0.00,
88.00,11.50,0.02,
88.00,11.40,0.02,
88.00,11.50,0.02,
88.00,11.40,0.02,
88.00,11.40,0.01,
88.00,11.50,0.02,
88.00,11.40,0.02,
88.00,11.40,0.03,
88.00,11.40,0.03,
88.00,11.40,0.04,
87.00,11.40,0.03,
87.00,11.40,0.03,
87.00,11.40,0.02,
87.00,11.40,0.04,
87.00,11.40,0.03,
87.00,11.40,0.02,
87.00,11.40,0.03,
87.00,11.40,0.03,
87.00,11.40,0.02,
87.00,11.40,0.03,
87.00,11.40,0.03,
87.00,11.40,0.04,
87.00,11.40,0.05,
87.00,11.40,0.04,
87.00,11.40,0.04,
86.00,11.40,0.05,
86.00,11.40,0.05,
87.00,11.40,0.03,
86.00,11.40,3.75,
86.00,11.40,-4.10,
87.00,11.40,-4.02,
87.00,11.40,-3.99,
87.00,11.40,-4.00,
87.00,11.40,-4.01,
87.00,11.40,-4.01,
87.00,11.40,-4.02,
87.00,11.40,-4.04,
87.00,11.40,-4.03,
87.00,11.40,-4.02,
87.00,11.40,-4.04,
87.00,11.40,-4.05,
87.00,11.40,-4.04,
87.00,11.40,-4.06,
87.00,11.40,-4.02,
87.00,11.40,-4.04,
87.00,11.40,-3.02,
87.00,11.40,0.83,
87.00,11.40,-0.35,
88.00,11.40,0.25,
89.00,11.50,0.31,
89.00,11.40,0.31,
89.00,11.40,0.33,
89.00,11.50,0.30,
89.00,11.50,0.31,
89.00,11.50,0.29,
89.00,11.50,0.30,
89.00,11.60,0.28,
89.00,11.60,0.30,
89.00,11.60,0.28,
89.00,11.60,0.28,
89.00,11.50,0.29,
89.00,11.60,0.29,
89.00,11.50,0.27,
89.00,11.60,0.26,
89.00,11.60,0.27,
89.00,11.60,0.27,
89.00,11.60,0.27,
89.00,11.60,0.26,
89.00,11.60,0.27,
89.00,11.60,0.28,
